transaction_id,customer_id,product_name,transaction_date
87,439,AirPods,3/18/2024
88,371,AirPods,6/12/2024
89,153,MacBook,2/27/2022
90,685,iPad,8/2/2024
91,516,AirPods,8/28/2023
92,970,MacBook,11/26/2022
93,755,MacBook,5/29/2022
94,573,MacBook,11/21/2022
95,260,iPhone,12/28/2023
96,629,iPhone,4/9/2023
97,509,Apple Watch,3/7/2022
98,593,iPhone,5/14/2022
99,477,iPad,10/28/2022
100,534,MacBook,3/11/2024
101,454,AirPods,4/27/2022
102,290,Apple Watch,5/3/2024
103,431,iPad,11/13/2024
104,451,Apple Watch,8/2/2024
105,971,iPad,2/11/2023
106,657,AirPods,12/15/2022
107,655,iPad,11/18/2022
108,372,Apple Watch,7/27/2022
109,161,Apple Watch,11/17/2022
110,780,MacBook,5/13/2023
111,232,iPad,7/4/2023
112,875,AirPods,4/4/2024
113,710,AirPods,7/6/2024
114,922,iPhone,6/24/2024
115,460,iPhone,2/12/2022
116,454,AirPods,3/26/2022
117,183,Apple Watch,11/26/2023
118,722,iPad,1/3/2024
119,551,AirPods,3/9/2022
120,451,Apple Watch,10/2/2023
121,785,iPhone,9/1/2022
122,849,iPad,8/18/2023
123,820,iPhone,1/21/2024
124,567,iPad,9/18/2024
125,729,Apple Watch,2/12/2023
126,870,MacBook,3/15/2023
127,426,Apple Watch,6/17/2024
128,109,Apple Watch,12/14/2023
129,940,Apple Watch,11/22/2022
130,200,AirPods,6/19/2022
131,499,iPad,9/23/2024
132,426,iPhone,7/31/2024
133,113,MacBook,3/4/2024
134,638,MacBook,8/14/2023
135,436,AirPods,5/23/2024
136,582,iPad,4/26/2024
137,363,iPhone,2/28/2022
138,801,MacBook,10/18/2023
139,355,MacBook,5/6/2023
140,586,AirPods,10/27/2022
141,127,iPad,12/21/2022
142,107,iPad,4/10/2022
143,875,iPad,11/28/2023
144,894,iPad,10/31/2023
145,522,AirPods,9/10/2023
146,788,AirPods,9/7/2023
147,664,AirPods,11/24/2023
148,140,AirPods,4/20/2023
149,163,MacBook,7/5/2024
150,446,Apple Watch,2/8/2022
151,999,AirPods,4/7/2022
152,253,iPad,8/25/2024
153,167,MacBook,4/19/2023
154,544,Apple Watch,5/1/2023
155,930,AirPods,7/25/2024
156,549,AirPods,12/31/2022
157,409,iPad,1/26/2024
158,829,AirPods,10/8/2022
159,202,Apple Watch,3/29/2023
160,455,Apple Watch,6/7/2024
161,864,iPhone,1/19/2023
162,134,iPad,4/14/2022
163,840,iPad,12/1/2022
164,338,iPhone,6/30/2022
165,540,iPhone,7/26/2023
166,770,MacBook,5/17/2022
167,940,Apple Watch,8/10/2022
168,690,iPhone,5/30/2022
169,551,iPad,11/16/2022
170,866,AirPods,10/11/2024
171,579,Apple Watch,9/16/2023
172,602,iPad,8/4/2022
173,414,iPhone,1/7/2024
174,563,iPad,3/23/2023
175,473,iPad,11/21/2023
176,557,iPad,10/6/2022
177,892,MacBook,7/20/2023
178,838,MacBook,4/8/2024
179,110,MacBook,9/8/2022
180,707,iPad,8/19/2022
181,878,AirPods,3/7/2024
182,254,AirPods,3/27/2023
183,281,MacBook,9/26/2023
184,348,iPad,7/6/2024
185,760,iPad,11/19/2022
186,451,AirPods,4/10/2023
187,892,iPhone,8/4/2023
188,990,Apple Watch,12/1/2022
189,999,MacBook,3/23/2022
190,640,MacBook,1/5/2023
191,429,iPhone,6/2/2024
192,385,Apple Watch,6/13/2022
193,634,AirPods,11/26/2023
194,938,iPad,7/26/2023
195,399,MacBook,11/2/2023
196,665,iPhone,1/11/2022
197,238,iPhone,2/2/2023
198,816,Apple Watch,1/6/2023
199,486,iPhone,12/19/2022
200,742,MacBook,2/15/2023
201,882,Apple Watch,7/3/2024
202,238,Apple Watch,7/22/2022
203,143,Apple Watch,6/2/2022
204,407,AirPods,10/20/2022
205,995,iPhone,11/29/2023
206,212,AirPods,8/27/2023
207,343,iPad,11/5/2022
208,403,AirPods,10/7/2024
209,285,AirPods,5/25/2023
210,975,Apple Watch,3/11/2023
211,216,iPhone,1/6/2024
212,365,Apple Watch,5/26/2024
213,731,Apple Watch,8/23/2024
214,948,MacBook,3/15/2023
215,148,Apple Watch,1/10/2022
216,132,MacBook,5/14/2022
217,602,iPad,8/30/2024
218,432,AirPods,4/10/2022
219,607,AirPods,6/9/2023
220,648,iPad,5/28/2024
221,210,iPhone,6/25/2024
222,750,Apple Watch,9/9/2023
223,185,iPhone,10/2/2024
224,595,MacBook,1/27/2024
225,317,iPhone,10/5/2023
226,551,iPad,4/17/2023
227,704,MacBook,6/28/2022
228,226,iPad,9/16/2023
229,599,iPhone,3/23/2023
230,269,MacBook,9/30/2024
231,394,MacBook,9/23/2024
232,867,iPhone,3/29/2022
233,613,AirPods,2/11/2024
234,495,iPhone,5/13/2024
235,388,iPad,8/9/2024
236,977,Apple Watch,2/16/2023
237,125,iPhone,9/2/2023
238,831,MacBook,7/9/2023
239,884,iPad,2/22/2024
240,646,iPhone,4/10/2022
241,783,iPhone,9/22/2023
242,511,iPad,7/5/2022
243,369,AirPods,7/14/2023
244,835,iPad,11/11/2022
245,902,MacBook,3/11/2024
246,703,Apple Watch,4/9/2023
247,582,Apple Watch,7/12/2024
248,292,Apple Watch,5/31/2024
249,491,iPad,7/29/2022
250,447,Apple Watch,3/31/2023
251,231,Apple Watch,8/16/2023
252,356,MacBook,1/16/2023
253,181,iPhone,9/19/2024
254,599,iPad,7/13/2023
255,415,iPad,9/24/2023
256,665,Apple Watch,12/16/2023
257,254,AirPods,8/11/2024
258,596,AirPods,1/10/2024
259,439,AirPods,9/17/2024
260,884,Apple Watch,2/12/2023
261,639,iPad,12/17/2023
262,943,AirPods,3/23/2023
263,267,iPad,1/18/2023
264,201,iPhone,7/17/2024
265,556,Apple Watch,1/14/2023
266,839,Apple Watch,8/18/2023
267,731,MacBook,9/16/2022
268,126,AirPods,5/1/2023
269,307,iPhone,2/29/2024
270,151,Apple Watch,11/14/2022
271,167,iPhone,10/7/2022
272,521,AirPods,12/19/2023
273,153,Apple Watch,9/4/2022
274,781,iPhone,4/17/2023
275,872,MacBook,6/12/2024
276,915,iPhone,3/17/2023
277,678,MacBook,5/21/2024
278,216,AirPods,1/9/2023
279,839,iPhone,2/21/2022
280,857,iPad,2/2/2023
281,996,MacBook,7/18/2023
282,837,iPad,4/9/2024
283,147,MacBook,8/6/2022
284,590,Apple Watch,9/28/2022
285,539,AirPods,11/29/2022
286,215,iPad,3/24/2022
287,820,MacBook,5/3/2023
288,590,MacBook,4/2/2022
289,134,MacBook,7/3/2024
290,538,iPhone,10/15/2022
291,839,iPad,11/15/2023
292,506,iPad,11/16/2023
293,948,AirPods,2/13/2023
294,878,Apple Watch,12/28/2023
295,307,MacBook,6/2/2024
296,529,MacBook,6/19/2024
297,618,MacBook,11/9/2024
298,350,iPad,11/19/2022
299,643,Apple Watch,7/2/2024
300,647,MacBook,12/12/2023
301,620,iPad,5/2/2022
302,249,iPhone,6/20/2023
303,872,AirPods,9/29/2024
304,198,AirPods,1/3/2023
305,786,iPhone,12/23/2023
306,473,iPad,8/12/2023
307,247,AirPods,10/11/2023
308,936,Apple Watch,5/26/2023
309,338,iPad,7/18/2023
310,948,MacBook,11/29/2024
311,553,MacBook,11/10/2022
312,521,AirPods,12/21/2022
313,374,iPhone,11/10/2023
314,651,AirPods,6/1/2022
315,377,Apple Watch,8/2/2022
316,717,iPhone,7/6/2023
317,250,Apple Watch,8/25/2023
318,393,iPhone,4/12/2022
319,140,Apple Watch,1/20/2022
320,766,iPad,5/29/2024
321,440,Apple Watch,3/22/2023
322,857,AirPods,9/3/2023
323,554,Apple Watch,10/14/2022
324,957,iPhone,11/5/2023
325,406,iPhone,8/23/2024
326,844,Apple Watch,3/28/2023
327,737,iPad,6/7/2024
328,598,Apple Watch,7/17/2023
329,948,iPhone,9/20/2023
330,454,AirPods,10/1/2023
331,445,iPhone,8/25/2024
332,485,Apple Watch,11/3/2023
333,157,iPhone,10/30/2022
334,677,Apple Watch,12/8/2023
335,769,AirPods,10/23/2024
336,136,iPad,9/10/2022
337,407,Apple Watch,9/24/2022
338,550,iPhone,7/15/2024
339,595,Apple Watch,10/17/2022
340,449,AirPods,4/9/2022
341,525,iPhone,2/15/2023
342,420,AirPods,9/8/2023
343,723,Apple Watch,8/24/2022
344,981,iPhone,8/27/2022
345,323,MacBook,5/20/2022
346,585,iPad,2/23/2022
347,247,iPhone,1/18/2023
348,139,Apple Watch,1/1/2022
349,344,iPhone,2/28/2024
350,121,iPad,4/12/2023
351,621,MacBook,4/20/2024
352,127,AirPods,11/6/2022
353,810,AirPods,10/19/2023
354,582,iPad,2/15/2022
355,138,AirPods,4/1/2023
356,614,MacBook,2/5/2022
357,624,AirPods,1/10/2024
358,374,iPhone,11/7/2024
359,355,MacBook,7/10/2023
360,978,AirPods,12/15/2023
361,150,iPad,8/7/2023
362,752,iPad,11/4/2023
363,905,Apple Watch,10/12/2024
364,374,AirPods,7/24/2022
365,981,Apple Watch,8/21/2022
366,120,Apple Watch,9/9/2023
367,245,Apple Watch,9/25/2024
368,636,AirPods,10/15/2022
369,783,MacBook,7/21/2022
370,492,AirPods,3/23/2024
371,642,iPhone,4/18/2022
372,311,Apple Watch,8/4/2024
373,910,Apple Watch,6/17/2024
374,843,MacBook,6/4/2023
375,163,AirPods,1/31/2023
376,761,AirPods,8/6/2024
377,856,iPhone,6/9/2023
378,771,Apple Watch,1/12/2023
379,417,Apple Watch,5/18/2024
380,237,AirPods,1/26/2023
381,741,MacBook,7/28/2022
382,681,Apple Watch,8/27/2024
383,454,MacBook,10/5/2023
384,172,MacBook,7/3/2022
385,872,iPhone,10/16/2022
386,806,iPhone,9/1/2023
387,273,Apple Watch,2/13/2022
388,796,MacBook,9/1/2023
389,619,AirPods,12/8/2023
390,681,iPad,6/16/2022
391,254,AirPods,11/6/2023
392,582,AirPods,3/29/2023
393,222,iPad,9/18/2024
394,498,iPad,3/25/2022
395,800,iPad,12/18/2022
396,952,MacBook,2/5/2022
397,273,AirPods,10/6/2024
398,692,Apple Watch,8/18/2024
399,642,MacBook,7/6/2023
400,381,AirPods,3/18/2023
401,865,Apple Watch,4/3/2022
402,397,iPhone,11/15/2023
403,530,iPhone,5/7/2022
404,977,Apple Watch,12/22/2023
405,105,iPad,8/17/2022
406,871,iPhone,4/2/2024
407,917,iPad,11/16/2023
408,129,iPhone,8/28/2023
409,848,iPhone,9/24/2022
410,585,iPhone,11/19/2024
411,999,Apple Watch,1/1/2024
412,758,MacBook,6/30/2023
413,365,iPad,1/21/2022
414,336,iPad,12/8/2023
415,939,MacBook,9/7/2023
416,904,Apple Watch,11/29/2023
417,356,AirPods,7/12/2022
418,297,AirPods,4/14/2023
419,618,AirPods,11/2/2023
420,469,iPad,4/2/2023
421,272,iPhone,11/4/2023
422,524,iPhone,7/28/2023
423,184,Apple Watch,1/30/2024
424,702,MacBook,11/8/2022
425,372,iPad,10/18/2023
426,364,iPhone,8/1/2022
427,520,iPad,7/4/2022
428,745,MacBook,12/4/2023
429,255,MacBook,6/24/2022
430,769,AirPods,8/5/2022
431,435,MacBook,2/10/2022
432,312,AirPods,2/12/2023
433,622,AirPods,5/21/2023
434,470,Apple Watch,1/19/2023
435,640,MacBook,10/22/2022
436,614,Apple Watch,1/8/2024
437,647,Apple Watch,11/17/2024
438,994,Apple Watch,3/19/2023
439,464,iPad,12/14/2023
440,365,Apple Watch,6/6/2024
441,635,MacBook,1/20/2022
442,765,iPad,4/14/2023
443,590,MacBook,7/11/2023
444,247,AirPods,1/20/2024
445,236,iPhone,10/3/2022
446,877,Apple Watch,8/13/2023
447,199,MacBook,10/3/2022
448,595,AirPods,4/10/2023
449,881,MacBook,4/26/2023
450,328,AirPods,7/5/2024
451,468,iPad,3/21/2023
452,537,iPhone,7/15/2024
453,946,iPad,1/1/2023
454,197,AirPods,1/29/2023
455,839,iPhone,4/6/2024
456,500,MacBook,5/15/2023
457,797,AirPods,4/10/2024
458,952,AirPods,2/22/2024
459,220,Apple Watch,8/16/2024
460,415,AirPods,10/15/2023
461,730,iPad,10/21/2024
462,395,MacBook,5/2/2022
463,380,iPhone,8/25/2024
464,937,Apple Watch,1/3/2024
465,259,iPad,4/13/2023
466,992,iPad,5/1/2024
467,431,iPad,8/15/2024
468,299,Apple Watch,10/5/2023
469,253,iPad,1/11/2023
470,216,iPad,5/9/2022
471,321,iPhone,7/27/2024
472,736,iPad,11/15/2023
473,723,AirPods,1/26/2023
474,419,AirPods,7/28/2022
475,489,iPad,12/12/2023
476,642,Apple Watch,8/4/2023
477,698,iPhone,8/14/2023
478,395,MacBook,9/24/2022
479,930,MacBook,7/29/2023
480,119,Apple Watch,8/4/2022
481,760,MacBook,3/4/2023
482,153,Apple Watch,1/20/2024
483,196,AirPods,7/9/2024
484,254,AirPods,8/9/2024
485,345,AirPods,9/25/2024
486,155,iPad,6/13/2024
487,160,Apple Watch,2/1/2023
488,348,iPad,12/16/2022
489,316,iPad,4/10/2022
490,983,AirPods,3/27/2024
491,543,iPhone,9/9/2023
492,726,MacBook,9/29/2024
493,639,MacBook,3/4/2023
494,287,iPad,5/25/2022
495,818,iPhone,11/4/2022
496,767,iPad,5/17/2023
497,816,iPhone,8/2/2024
498,932,MacBook,5/25/2024
499,181,MacBook,12/7/2022
500,188,MacBook,4/29/2022
501,639,Apple Watch,12/6/2023
502,693,Apple Watch,6/13/2022
503,433,iPad,5/31/2023
504,253,iPad,10/18/2022
505,744,iPhone,7/20/2024
506,577,iPhone,1/11/2024
507,620,MacBook,4/8/2024
508,914,AirPods,7/25/2023
509,343,MacBook,7/10/2022
510,176,MacBook,10/9/2023
511,537,Apple Watch,5/30/2023
512,898,iPhone,7/24/2022
513,631,iPad,12/1/2024
514,455,AirPods,8/18/2022
515,714,iPad,2/13/2023
516,593,iPad,12/25/2023
517,363,Apple Watch,10/27/2022
518,525,Apple Watch,10/20/2023
519,185,AirPods,8/31/2022
520,403,MacBook,9/11/2023
521,899,Apple Watch,6/10/2024
522,929,iPhone,10/2/2023
523,992,Apple Watch,3/16/2022
524,107,MacBook,1/10/2023
525,869,iPhone,9/20/2022
526,291,iPad,5/10/2024
527,631,iPad,8/19/2023
528,394,iPad,12/23/2022
529,715,MacBook,9/2/2022
530,594,iPhone,5/1/2022
531,673,iPad,9/11/2022
532,644,Apple Watch,4/12/2023
533,791,iPhone,10/15/2022
534,563,iPad,1/15/2023
535,651,MacBook,10/8/2024
536,781,MacBook,6/13/2022
537,428,iPhone,6/15/2024
538,891,Apple Watch,7/1/2023
539,293,iPad,12/31/2022
540,499,MacBook,8/11/2022
541,235,MacBook,4/8/2024
542,275,iPhone,1/24/2023
543,624,Apple Watch,3/6/2022
544,467,AirPods,4/14/2022
545,303,Apple Watch,8/24/2023
546,386,Apple Watch,6/15/2023
547,344,iPad,1/29/2022
548,981,AirPods,3/27/2023
549,909,MacBook,9/24/2024
550,759,Apple Watch,6/28/2024
551,987,MacBook,8/9/2022
552,861,iPad,12/6/2023
553,650,iPad,5/13/2023
554,253,Apple Watch,11/29/2024
555,605,MacBook,3/7/2023
556,900,Apple Watch,5/23/2024
557,500,AirPods,6/6/2022
558,910,iPad,2/23/2024
559,685,MacBook,8/31/2022
560,111,AirPods,6/26/2024
561,537,MacBook,7/24/2024
562,963,AirPods,5/18/2022
563,625,MacBook,4/28/2022
564,964,iPhone,4/21/2022
565,134,iPhone,3/3/2024
566,142,AirPods,1/3/2024
567,968,MacBook,1/2/2022
568,968,iPad,6/25/2023
569,433,AirPods,12/28/2023
570,515,iPhone,10/25/2023
571,471,AirPods,10/28/2024
572,970,iPhone,4/28/2024
573,886,iPhone,2/26/2024
574,785,Apple Watch,1/4/2023
575,893,Apple Watch,7/26/2023
576,502,iPad,6/14/2022
577,638,MacBook,8/6/2023
578,135,AirPods,11/25/2024
579,703,iPhone,6/6/2024
580,486,AirPods,2/3/2022
581,444,iPhone,10/8/2024
582,791,Apple Watch,7/7/2023
583,242,iPad,7/5/2022
584,653,iPhone,1/23/2023
585,961,AirPods,1/29/2022
586,158,MacBook,3/16/2023
587,249,iPad,2/23/2022
588,750,AirPods,10/8/2022
589,755,iPhone,11/24/2023
590,769,MacBook,3/11/2024
591,183,iPhone,5/12/2023
592,537,iPhone,8/22/2023
593,736,Apple Watch,4/3/2022
594,949,Apple Watch,3/7/2024
595,994,MacBook,3/18/2022
596,134,iPhone,8/16/2024
597,975,Apple Watch,4/16/2024
598,525,iPad,9/18/2024
599,404,AirPods,5/18/2023
600,190,Apple Watch,7/6/2024
601,720,iPhone,3/30/2023
602,842,Apple Watch,4/2/2023
603,857,iPhone,6/18/2022
604,388,MacBook,6/12/2024
605,709,MacBook,1/24/2022
606,852,iPad,7/2/2022
607,628,iPhone,4/11/2022
608,887,iPad,7/19/2022
609,526,iPhone,2/22/2022
610,457,iPhone,2/21/2024
611,307,AirPods,11/20/2024
612,377,MacBook,5/7/2022
613,547,iPhone,7/1/2023
614,614,AirPods,1/12/2023
615,687,MacBook,6/17/2023
616,783,MacBook,10/21/2023
617,863,AirPods,4/29/2024
618,958,iPad,1/18/2023
619,897,MacBook,9/27/2024
620,188,AirPods,4/22/2024
621,159,MacBook,4/6/2023
622,949,MacBook,9/15/2023
623,821,AirPods,12/6/2022
624,222,Apple Watch,7/26/2022
625,667,AirPods,4/18/2024
626,515,iPhone,2/8/2023
627,904,iPhone,3/25/2022
628,649,Apple Watch,9/15/2022
629,544,Apple Watch,6/30/2024
630,160,MacBook,4/28/2023
631,137,MacBook,8/26/2023
632,825,iPhone,11/15/2023
633,495,iPhone,7/12/2023
634,635,Apple Watch,12/14/2023
635,679,iPad,9/6/2022
636,157,iPhone,10/13/2023
637,565,MacBook,2/28/2023
638,555,iPad,2/2/2024
639,770,iPad,12/9/2022
640,752,AirPods,4/2/2022
641,488,iPhone,7/21/2024
642,531,Apple Watch,7/4/2024
643,883,MacBook,2/13/2024
644,953,iPad,1/6/2024
645,978,AirPods,4/19/2024
646,645,Apple Watch,3/15/2023
647,473,iPad,2/17/2023
648,771,AirPods,10/2/2023
649,416,MacBook,6/3/2024
650,844,AirPods,4/18/2024
651,102,AirPods,7/28/2023
652,827,iPad,6/13/2023
653,256,MacBook,6/21/2022
654,257,Apple Watch,5/6/2024
655,834,iPhone,7/15/2024
656,371,AirPods,3/19/2022
657,684,iPad,9/24/2022
658,556,Apple Watch,6/28/2024
659,706,AirPods,8/16/2024
660,782,iPhone,8/14/2022
661,362,iPad,3/17/2024
662,675,iPhone,2/1/2022
663,642,AirPods,12/16/2022
664,526,Apple Watch,10/17/2024
665,897,MacBook,10/11/2022
666,207,AirPods,2/17/2022
667,985,iPad,5/13/2023
668,931,AirPods,1/12/2023
669,799,Apple Watch,6/17/2024
670,900,AirPods,10/3/2022
671,876,Apple Watch,10/18/2023
672,940,MacBook,7/31/2023
673,254,Apple Watch,3/17/2022
674,873,Apple Watch,5/24/2023
675,557,AirPods,11/19/2023
676,763,Apple Watch,5/25/2023
677,935,MacBook,8/30/2024
678,717,iPad,7/17/2022
679,373,iPad,3/19/2024
680,481,iPhone,11/26/2024
681,601,iPhone,7/14/2022
682,230,Apple Watch,7/4/2023
683,683,iPad,5/19/2023
684,734,MacBook,5/25/2023
685,854,iPhone,1/23/2024
686,769,Apple Watch,12/24/2022
687,237,iPhone,1/30/2023
688,528,iPhone,9/23/2023
689,488,iPhone,6/20/2024
690,769,iPhone,10/21/2022
691,551,iPhone,11/19/2022
692,148,MacBook,12/10/2022
693,191,iPhone,7/4/2023
694,307,MacBook,9/18/2023
695,848,MacBook,8/1/2023
696,840,AirPods,6/17/2024
697,254,Apple Watch,5/3/2024
698,161,AirPods,11/18/2024
699,520,iPhone,1/6/2022
700,206,MacBook,7/9/2024
701,578,MacBook,6/21/2024
702,509,iPad,2/23/2022
703,818,Apple Watch,2/10/2022
704,396,iPad,3/27/2023
705,219,MacBook,7/8/2023
706,246,MacBook,11/13/2022
707,856,iPhone,8/10/2024
708,384,Apple Watch,3/26/2024
709,914,Apple Watch,1/18/2024
710,519,iPad,12/19/2022
711,561,MacBook,6/13/2023
712,567,MacBook,2/20/2022
713,444,Apple Watch,1/13/2022
714,647,iPad,9/26/2023
715,283,AirPods,1/28/2023
716,629,Apple Watch,4/12/2023
717,917,MacBook,3/20/2024
718,918,MacBook,4/10/2022
719,566,AirPods,1/18/2024
720,625,MacBook,5/13/2024
721,815,Apple Watch,3/20/2023
722,854,iPhone,6/20/2022
723,334,AirPods,4/14/2024
724,102,iPad,8/10/2022
725,209,iPhone,10/7/2022
726,212,iPhone,11/27/2023
727,982,MacBook,2/20/2024
728,901,iPhone,3/16/2022
729,188,MacBook,12/21/2022
730,209,Apple Watch,2/25/2023
731,820,iPad,11/3/2022
732,291,Apple Watch,7/5/2022
733,552,AirPods,2/10/2022
734,781,AirPods,7/2/2024
735,852,iPhone,11/26/2022
736,456,iPhone,5/13/2022
737,796,AirPods,3/29/2022
738,283,iPad,8/9/2022
739,499,iPad,9/12/2022
740,109,Apple Watch,11/29/2024
741,803,AirPods,11/22/2022
742,524,AirPods,3/25/2022
743,881,MacBook,8/6/2024
744,642,AirPods,9/14/2022
745,431,iPhone,7/31/2023
746,254,Apple Watch,10/6/2023
747,739,Apple Watch,6/2/2023
748,730,AirPods,11/25/2023
749,239,Apple Watch,3/17/2023
750,688,MacBook,3/31/2024
751,396,iPad,11/13/2024
752,975,iPad,11/28/2022
753,401,AirPods,5/19/2024
754,604,AirPods,7/30/2023
755,458,MacBook,11/11/2023
756,246,MacBook,11/6/2022
757,437,iPad,9/25/2023
758,876,AirPods,8/11/2024
759,832,Apple Watch,7/23/2023
760,495,iPhone,6/4/2022
761,434,iPad,7/14/2024
762,455,Apple Watch,4/6/2022
763,924,iPad,9/29/2023
764,303,iPhone,8/28/2022
765,876,iPhone,2/17/2024
766,274,iPhone,10/21/2023
767,996,MacBook,7/8/2023
768,256,AirPods,3/31/2022
769,713,Apple Watch,3/13/2023
770,609,iPhone,4/9/2023
771,173,iPhone,9/6/2024
772,538,MacBook,10/17/2023
773,659,MacBook,1/25/2022
774,780,MacBook,7/3/2022
775,513,Apple Watch,1/1/2023
776,857,MacBook,1/22/2022
777,144,MacBook,6/9/2022
778,720,AirPods,11/1/2024
779,583,MacBook,12/8/2023
780,282,AirPods,12/19/2022
781,213,iPad,7/24/2022
782,717,AirPods,2/1/2023
783,778,MacBook,1/24/2022
784,357,iPhone,1/18/2022
785,192,iPhone,5/30/2023
786,478,MacBook,2/27/2023
787,929,AirPods,8/6/2024
788,605,AirPods,2/28/2023
789,287,iPad,3/16/2022
790,677,iPad,2/21/2022
791,827,iPad,2/25/2022
792,162,iPhone,7/12/2022
793,870,Apple Watch,4/26/2024
794,239,MacBook,5/18/2024
795,533,MacBook,10/15/2024
796,570,Apple Watch,10/3/2022
797,985,Apple Watch,10/29/2022
798,589,AirPods,3/14/2023
799,836,MacBook,4/24/2023
800,258,AirPods,10/29/2024
801,523,Apple Watch,6/16/2024
802,883,iPad,5/7/2024
803,367,MacBook,1/25/2023
804,759,iPad,11/8/2022
805,384,MacBook,5/15/2022
806,844,iPhone,4/3/2024
807,552,AirPods,3/23/2023
808,795,AirPods,9/14/2022
809,176,Apple Watch,8/1/2022
810,713,iPad,9/12/2022
811,848,MacBook,11/29/2023
812,588,iPad,10/2/2023
813,104,Apple Watch,7/3/2022
814,891,Apple Watch,2/6/2023
815,537,Apple Watch,11/11/2022
816,811,iPhone,5/13/2023
817,829,Apple Watch,10/2/2022
818,894,iPhone,3/27/2024
819,468,iPhone,8/15/2022
820,375,Apple Watch,6/9/2023
821,158,AirPods,1/19/2023
822,942,iPad,7/3/2022
823,468,AirPods,1/25/2023
824,912,iPhone,4/4/2022
825,107,AirPods,6/17/2023
826,347,iPad,11/8/2023
827,341,AirPods,10/6/2023
828,605,iPhone,4/12/2022
829,478,Apple Watch,3/20/2022
830,993,iPad,8/14/2024
831,321,iPhone,3/22/2022
832,536,MacBook,10/7/2023
833,520,MacBook,10/2/2023
834,736,MacBook,7/12/2023
835,839,iPad,7/18/2023
836,518,Apple Watch,9/8/2022
837,855,iPad,8/11/2022
838,193,MacBook,6/12/2024
839,313,MacBook,11/21/2024
840,175,MacBook,1/28/2022
841,856,iPhone,7/6/2024
842,466,iPhone,11/6/2022
843,792,Apple Watch,6/8/2024
844,473,iPhone,6/6/2023
845,716,Apple Watch,11/10/2022
846,598,AirPods,3/3/2022
847,605,AirPods,10/21/2023
848,925,iPad,7/2/2024
849,300,iPad,12/1/2022
850,709,iPad,11/24/2022
851,636,iPad,11/19/2024
852,274,MacBook,11/10/2023
853,890,iPhone,9/4/2022
854,612,AirPods,5/5/2023
855,886,iPad,4/26/2023
856,537,iPad,1/2/2023
857,789,iPad,2/11/2024
858,493,iPhone,9/7/2022
859,644,iPhone,4/25/2022
860,491,iPhone,5/12/2024
861,430,Apple Watch,8/5/2022
